,schemeCode,schemeName
25223,128583,L&T FMP Series X - Plan S (1500 days) - Regular Plan - Dividend (Payout) Option
25224,128584,L&T FMP Series X - Plan S (1500 days) - Direct Plan - Growth
25225,128585,L&T FMP Series X - Plan S (1500 days) - Regular Plan - Growth
25226,128586,L&T FMP Series X - Plan T (1500 days) - Direct Plan - Dividend (Payout)  Option
25227,128587,L&T FMP Series X - Plan T (1500 days) - Direct Plan - Growth
25228,128588,L&T FMP Series X - Plan T (1500 days) - Regular Plan - Growth
25229,128589,L&T FMP Series X - Plan T (1500 days) - Regular Plan - Dividend (Payout) Option
25230,128590,Reliance Fixed Horizon Fund - XXVI- Series 5- Growth Option
25231,128591,Reliance Fixed Horizon Fund - XXVI- Series 5- Dividend payout Option
25232,128592,Reliance Fixed Horizon Fund - XXVI- Series 5- Direct Plan - Growth Option
25233,128598,HDFC FMP 390D March 2014 (1) - Direct Option-Flexi Option
25234,128599,HDFC FMP 390D March 2014 (1) - Direct Option-Dividend Option
25235,128600,HDFC FMP 390D March 2014 (1) - Direct Option-Growth Option
25236,128601,HDFC FMP 390D March 2014 (1) - Direct Option-Quarterly Dividend Option
25237,128602,HDFC FMP 390D March 2014 (1) - Regular Option-Dividend Option
25238,128603,HDFC FMP 390D March 2014 (1) - Regular Option-Flexi Option
25239,128604,HDFC FMP 390D March 2014 (1) - Regular Option-Growth Option
25240,128605,HDFC FMP 390D March 2014 (1) - Regular Option-Quarterly Dividend Option
25241,128606,HDFC FMP 369D March 2014 (2) - Direct Option-Dividend Option
25242,128607,HDFC FMP 369D March 2014 (2) - Direct Option-Growth Option
25243,128608,HDFC FMP 369D March 2014 (2) - Direct Option-Quarterly Dividend Option
25244,128609,HDFC FMP 369D March 2014 (2) - Regular Option-Dividend Option
25245,128610,HDFC FMP 369D March 2014 (2) - Regular Option-Flexi Option
25246,128611,HDFC FMP 369D March 2014 (2) - Regular Option-Growth Option
25247,128612,HDFC FMP 369D March 2014 (2) - Regular Option-Quarterly Dividend Option
25248,128613,HDFC FMP 369D March 2014 (2) - Direct Option-Flexi Option
25249,128614,DWS FIXED MATURITY PLAN - SERIES 60 - DIRECT PLAN -ANNUAL DIVIDEND
25250,128615,DWS FIXED MATURITY PLAN - SERIES 60 - DIRECT PLAN -GROWTH
25251,128618,DWS FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -REGULAR DIVIDEND
25252,128619,DWS FIXED MATURITY PLAN- SERIES 60 - REGULAR PLAN -ANNUAL DIVIDEND
25253,128621,DWS FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -GROWTH
25254,128626,HDFC Banking and PSU Debt Fund - Direct Plan - Dividend Option
25255,128626,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan
25256,128627,HDFC Banking and PSU Debt Fund - Regular Plan - Dividend Option
25257,128627,HDFC Banking and PSU Debt Fund - IDCW Option
25258,128628,HDFC Banking and PSU Debt Fund - Regular Plan - Growth Option
25259,128628,HDFC Banking and PSU Debt Fund - Growth Option
25260,128629,HDFC Banking and PSU Debt Fund - Direct Plan - Growth Option
25261,128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan
25262,128635,Reliance Fixed Horizon Fund- XXVI- Series 6-  Growth Option
25263,128636,Reliance Fixed Horizon Fund- XXVI- Series 6- Dividend payout Option
25264,128637,Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Growth Option
25265,128638,Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Dividend Payout Option
25266,128639,Nippon India ETF Dividend Opportunities
25267,128639,Reliance ETF Dividend Opportunities
25268,128639,Nippon India ETF Nifty Dividend Opportunities 50
25269,128642,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Direct Plan-Growth
25270,128643,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Normal Dividend
25271,128644,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Quarterly Dividend
25272,128645,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Growth
25273,128646,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Direct Plan - Cumulative
25274,128648,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Cumulative
25275,128649,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Dividend
25276,128650,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Direct Plan - Cumulative
25277,128651,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Direct Plan - Dividend
25278,128652,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Cumulative
25279,128653,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Dividend
25280,128657,DWS FIXED MATURITY PLAN - SERIES 61 - REGULAR PLAN -GROWTH
25281,128659,DWS FIXED MATURITY PLAN - SERIES 61 - DIRECT PLAN -GROWTH
25282,128660,DWS FIXED MATURITY PLAN - SERIES 61 - REGULAR PLAN -QUARTERLY DIVIDEND
25283,128661,UTI FTIF Series XVIII -III (367 DAYS)- Growth Option
25284,128662,UTI FTIF Series XVIII -III (367 DAYS) - Growth Option - Direct
25285,128663,UTI FTIF Series XVIII -III (367 DAYS)-Annual Div Option
25286,128665,UTI FTIF Series XVIII -III (367 DAYS)-Maturity Div Option - Direct
25287,128667,UTI FTIF Series XVIII -III (367 DAYS)-Annual Div Option - Direct
25288,128668,UTI FTIF Series XVIII -III (367 DAYS)-Quarterly Div Option
25289,128669,UTI FTIF Series XVIII -III (367 DAYS)-Quarterly Div Option - Direct
25290,128670,UTI FTIF Series XVIII -III (367 DAYS)-Flexi Div Option - Direct
25291,128671,SBI DEBT FUND SERIES A - 13 REGULAR PLAN - GROWTH
25292,128674,SBI DEBT FUND SERIES A - 13 DIRECT PLAN - GROWTH
25293,128675,IDBI FMP - Series IV - 376 Days (March 2014) - L Growth Regular
25294,128676,IDBI FMP - Series IV - 376 Days (March 2014) - L Dividend Direct
25295,128677,IDBI FMP - Series IV - 376 Days (March 2014) - L Dividend Regular
25296,128678,IDBI FMP - Series IV - 376 Days (March 2014) - L Growth Direct
25297,128685,Reliance Fixed Horizon Fund- XXVI- Series 7- Dividend payout Option
25298,128686,Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Dividend Payout Option
25299,128687,Reliance Fixed Horizon Fund- XXVI- Series 7- Growth Option
25300,128688,Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Growth Option
25301,128689,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Growth Option
25302,128690,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Growth Option
25303,128691,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Dividend Payout Option
25304,128692,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Dividend Payout Option
25305,128693,SBI DEBT FUND SERIES A - 14 DIRECT PLAN - GROWTH
25306,128695,SBI DEBT FUND SERIES A - 14 REGULAR PLAN - GROWTH
25307,128697,Religare Invesco Fixed Maturity Plan - Series 23 - Plan F (367 Days) - Regular Plan - Growth Option
25308,128700,Religare Invesco Fixed Maturity Plan - Series 23 - Plan F (367 Days) - Direct Plan - Growth Option
25309,128701,SBI DEBT FUND SERIES A - 15 DIRECT PLAN - DIVIDEND
25310,128702,SBI DEBT FUND SERIES A - 15 DIRECT PLAN - GROWTH
25311,128703,SBI DEBT FUND SERIES A - 15 REGULAR PLAN - DIVIDEND
25312,128704,SBI DEBT FUND SERIES A - 15 REGULAR PLAN - GROWTH
25313,128706,DWS FIXED MATURITY PLAN - SERIES 63 - DIRECT PLAN -ANNUAL DIVIDEND
25314,128707,HDFC FMP 366D March 2014 (1) - Direct Option-Growth Option
25315,128708,HDFC FMP 366D March 2014 (1) - Regular Option-Quarterly Dividend Option
25316,128709,HDFC FMP 366D March 2014 (1) - Direct Option-Flexi Option
25317,128710,HDFC FMP 366D March 2014 (1) - Direct Option-Quarterly Dividend Option
25318,128711,HDFC FMP 366D March 2014 (1) - Regular Option-Dividend Option
25319,128712,HDFC FMP 366D March 2014 (1) - Regular Option-Flexi Option
25320,128713,HDFC FMP 366D March 2014 (1) - Regular Option-Growth Option
25321,128714,HDFC FMP 366D March 2014 (1) - Direct Option-Dividend Option
25322,128716,DWS FIXED MATURITY PLAN - SERIES 62 - DIRECT PLAN -GROWTH
25323,128718,DWS FIXED MATURITY PLAN - SERIES 62 - REGULAR PLAN -GROWTH
25324,128719,DWS FIXED MATURITY PLAN - SERIES 62 - REGULAR PLAN -REGULAR DIVIDEND
25325,128724,Axis Fixed Term Plan - Series 62 (383 days) - Regular Plan - Growth
25326,128725,Axis Fixed Term Plan - Series 62 (383 days) - Regular Plan - Dividend
25327,128726,Axis Fixed Term Plan - Series 62 (383 days) - Regular Plan - Quarterly Dividend
25328,128727,Axis Fixed Term Plan - Series 62 (383 days) - Direct Plan - Growth
25329,128729,DWS FIXED MATURITY PLAN - SERIES 63 - DIRECT PLAN -GROWTH
25330,128730,DWS FIXED MATURITY PLAN - SERIES 63 - REGULAR PLAN -GROWTH
25331,128735,HDFC FMP 1095D March 2014 (1) - Direct Option-Flexi Option
25332,128736,HDFC FMP 1095D March 2014 (1) - Direct Option-Quarterly Dividend Option
25333,128737,HDFC FMP 1095D March 2014 (1) - Direct Option-Dividend Option
25334,128738,HDFC FMP 1095D March 2014 (1) - Direct Option-Growth Option
25335,128739,HDFC FMP 1095D March 2014 (1) - Regular Option-Dividend Option
25336,128740,HDFC FMP 1095D March 2014 (1) - Regular Option-Flexi Option
25337,128741,HDFC FMP 1095D March 2014 (1) - Regular Option-Growth Option
25338,128742,HDFC FMP 1095D March 2014 (1) - Regular Option-Quarterly Dividend Option
25339,128743,Axis Fixed Term Plan - Series 63 (91 days) - Regular Plan - Growth
25340,128744,Axis Fixed Term Plan - Series 63 (91 days) - Regular Plan - Dividend
25341,128745,Axis Fixed Term Plan - Series 63 (91 days) - Direct Plan - Dividend
25342,128746,Axis Fixed Term Plan - Series 63 (91 days) - Direct Plan - Growth
25343,128747,Religare Invesco Fixed Maturity Plan - Series 23 - Plan G (376 Days) - Direct Plan - Growth Option
25344,128748,Religare Invesco Fixed Maturity Plan - Series 23 - Plan G (376 Days) - Direct Plan - Dividend Payout Option
25345,128749,Religare Invesco Fixed Maturity Plan - Series 23 - Plan G (376 Days) - Regular Plan - Growth Option
25346,128751,CPSE ETF
25347,128752,Kotak FMP Series 150 (1109 Days) - Dividend
25348,128753,Kotak FMP Series 150 (1109 Days) - Direct Dividend
25349,128754,Kotak FMP Series 150 (1109 Days) - Growth
25350,128755,Kotak FMP Series 150 (1109 Days) - Direct Growth
25351,128756,Kotak FMP Series 149 (386 Days) - Growth
25352,128758,Kotak FMP Series 149 (386 Days) - Direct Growth
25353,128759,Kotak FMP Series 149 (386 Days) - Dividend
25354,128760,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Direct Plan-Growth
25355,128761,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Normal Dividend
25356,128764,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Quarterly Dividend
25357,128765,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Growth
25358,128767,BOI AXA FIXED MATURITY PLAN SERIES 13 DIRECT PLAN GROWTH
25359,128769,BOI AXA FIXED MATURITY PLAN SERIES 13 REGULAR PLAN GROWTH
25360,128770,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Direct Plan-Normal Dividend
25361,128772,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Regular Plan-Growth
25362,128774,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Direct Plan-Growth
25363,128775,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Regular Plan-Normal Dividend
25364,128776,HDFC FMP 378D March 2014 (1) - Direct Option-Dividend Option
25365,128777,HDFC FMP 378D March 2014 (1) - Direct Option-Quarterly Dividend Option
25366,128778,HDFC FMP 378D March 2014 (1) - Regular Option-Dividend Option
25367,128779,HDFC FMP 378D March 2014 (1) - Direct Option-Growth Option
25368,128780,HDFC FMP 378D March 2014 (1) - Regular Option-Flexi Option
25369,128781,HDFC FMP 378D March 2014 (1) - Regular Option-Growth Option
25370,128782,HDFC FMP 378D March 2014 (1) - Regular Option-Quarterly Dividend Option
25371,128783,HDFC FMP 378D March 2014 (1) - Direct Option-Flexi Option
25372,128784,HDFC FMP 384D March 2014 (1) - Direct Option-Dividend Option
25373,128785,HDFC FMP 384D March 2014 (1) - Direct Option-Quarterly Dividend Option
25374,128786,HDFC FMP 384D March 2014 (1) - Regular Option-Dividend Option
25375,128787,HDFC FMP 384D March 2014 (1) - Regular Option-Flexi Option
25376,128788,HDFC FMP 384D March 2014 (1) - Regular Option-Growth Option
25377,128789,HDFC FMP 384D March 2014 (1) - Regular Option-Quarterly Dividend Option
25378,128790,HDFC FMP 384D March 2014 (1) - Direct Option-Flexi Option
25379,128791,HDFC FMP 384D March 2014 (1) - Direct Option-Growth Option
25380,128792,HDFC FMP 369D March 2014 (3) - Direct Option-Dividend Option
25381,128793,HDFC FMP 369D March 2014 (3) - Direct Option-Flexi Option
25382,128794,HDFC FMP 369D March 2014 (3) - Direct Option-Growth Option
25383,128795,HDFC FMP 369D March 2014 (3) - Direct Option-Quarterly Dividend Option
25384,128796,HDFC FMP 369D March 2014 (3) - Regular Option-Dividend Option
25385,128797,HDFC FMP 369D March 2014 (3) - Regular Option-Flexi Option
25386,128798,HDFC FMP 369D March 2014 (3) - Regular Option-Growth Option
25387,128799,HDFC FMP 369D March 2014 (3) - Regular Option-Quarterly Dividend Option
25388,128800,HDFC FMP 1127D March 2014 (1) - Direct Option-Dividend Option
25389,128801,HDFC FMP 1127D March 2014 (1) - Direct Option-Flexi Option
25390,128802,HDFC FMP 1127D March 2014 (1) - Direct Option-Growth Option
25391,128803,HDFC FMP 1127D March 2014 (1) - Direct Option-Quarterly Dividend Option
25392,128804,HDFC FMP 1127D March 2014 (1) - Regular Option-Dividend Option
25393,128805,HDFC FMP 1127D March 2014 (1) - Regular Option-Flexi Option
25394,128806,HDFC FMP 1127D March 2014 (1) - Regular Option-Growth Option
25395,128807,HDFC FMP 1127D March 2014 (1) - Regular Option-Quarterly Dividend Option
25396,128808,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Direct Plan - Cumulative
25397,128809,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Direct Plan - Dividend
25398,128810,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Dividend
25399,128811,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Cumulative
25400,128812,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan R - Direct Plan - Cumulative
25401,128814,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan R - Cumulative
25402,128815,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan R - Dividend
25403,128816,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Direct Plan - Cumulative
25404,128817,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Direct Plan - Dividend
25405,128818,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Cumulative
25406,128819,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Dividend
25407,128820,Nippon India Arbitrage Fund-Monthly dividend Plan
25408,128820,NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option
25409,128820,Reliance Arbitrage Fund-Monthly dividend Plan
25410,128821,Nippon India Arbitrage Fund- Direct Plan- Monthly dividend Plan
25411,128821,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option
25412,128821,Reliance Arbitrage Fund- Direct Plan- Monthly dividend Plan
25413,128822,Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Regular Plan-Normal Dividend
25414,128823,Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Regular Plan-Quarterly Dividend
25415,128824,Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Regular Plan-Growth
25416,128826,Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Direct Plan-Growth
25417,128827,Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Direct Plan-Normal Dividend
25418,128828,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Dividend Payout
25419,128829,Tata Fixed Maturity Plan Series 47 Scheme E Direct Plan Growth
25420,128830,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Growth
25421,128831,Tata Fixed Maturity Plan Series 47 Scheme E Direct Plan Dividend Payout
25422,128836,Reliance Fixed Horizon Fund- XXVI- Series 8- Growth Option
25423,128837,Reliance Fixed Horizon Fund- XXVI- Series 8- Dividend payout Option
25424,128838,Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Growth Option
25425,128839,Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Dividend Payout Option
25426,128840,Reliance Fixed Horizon Fund- XXVI- Series 9- Dividend payout Option
25427,128841,Reliance Fixed Horizon Fund- XXVI- Series 9- Direct Plan - Growth Option
25428,128843,Reliance Fixed Horizon Fund- XXVI- Series 9- Growth Option
25429,128848,Reliance Fixed Horizon Fund- XXVI- Series 11- Dividend payout Option
25430,128849,Reliance Fixed Horizon Fund- XXVI- Series 11- Direct Plan - Dividend Payout Option
25431,128850,Reliance Fixed Horizon Fund- XXVI- Series 11- Growth Option
25432,128851,Reliance Fixed Horizon Fund- XXVI- Series 11- Direct Plan - Growth Option
25433,128852,HSBC Fixed Term Series 109 - Growth Option
25434,128853,HSBC Fixed Term Series 109 - Dividend Option
25435,128854,HSBC Fixed Term Series 109 - Direct Plan Growth Option
25436,128856,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-DIRECT PLAN-DIVIDEND PAYOUT
25437,128857,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-REGULAR PLAN-GROWTH
25438,128858,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-REGULAR PLAN-DIVIDEND PAYOUT
25439,128859,LIC NOMURA MF FIXED MATURITY PLAN SERIES 79-DIRECT PLAN-GROWTH
25440,128860,Baroda Pioneer Fixed Maturity Plan - Series N - Plan A - Dividend Payout
25441,128861,Baroda Pioneer Fixed Maturity Plan - Series N - Plan A - Growth
25442,128862,Baroda Pioneer Fixed Maturity Plan - Series N - Plan B (Direct) - Growth
25443,128868,Kotak FMP Series 151 (388 Days) - Growth
25444,128869,Kotak FMP Series 151 (388 Days) - Dividend
25445,128871,Kotak FMP Series 151 (388 Days) - Direct Growth
25446,128872,Kotak FMP Series 152 (368 Days) - Growth
25447,128873,Kotak FMP Series 152 (368 Days) - Direct Growth
25448,128876,UTI FTIF Series XVIII -IV (366 DAYS) - Growth Option - Direct
25449,128877,UTI FTIF Series XVIII -IV (366 DAYS)-Annual Div Option
25450,128878,UTI FTIF Series XVIII -IV (366 DAYS)-Annual Div Option - Direct
25451,128879,UTI FTIF Series XVIII -IV (366 DAYS)-Quarterly Div Option
25452,128880,UTI FTIF Series XVIII -IV (366 DAYS)-Quarterly Div Option - Direct
25453,128881,UTI FTIF Series XVIII -IV (366 DAYS)-Maturity Div Option
25454,128882,UTI FTIF Series XVIII -IV (366 DAYS)-Maturity Div Option - Direct
25455,128883,UTI FTIF Series XVIII -IV (366 DAYS)-Flexi Div Option
25456,128885,UTI FTIF Series XVIII -IV (366 DAYS)- Growth Option
25457,128886,UTI-FMP-Yearly Series March 2014 - Growth Option
25458,128887,UTI-FMP-Yearly Series March 2014 - Growth Option - Direct
25459,128888,UTI-FMP-Yearly Series March 2014 - Dividend Option
25460,128889,UTI-FMP-Yearly Series March 2014 - Dividend Option - Direct
25461,128890,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Direct Plan-Normal Dividend
25462,128892,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Direct Plan-Growth
25463,128893,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Normal Dividend
25464,128894,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Quarterly Dividend
25465,128895,Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Growth
25466,128896,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Regular Plan-Growth
25467,128897,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Regular Plan-Normal Dividend
25468,128901,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Direct Plan-Growth
25469,128902,Kotak FMP Series 153 (790 Days) - Dividend
25470,128904,Kotak FMP Series 153 (790 Days) - Growth
25471,128905,Kotak FMP Series 153 (790 Days) - Direct Growth
25472,128906,Kotak FMP Series 154 (390 Days) - Growth
25473,128907,Kotak FMP Series 154 (390 Days) - Dividend
25474,128908,Kotak FMP Series 154 (390 Days) - Direct Dividend
25475,128909,Kotak FMP Series 154 (390 Days) - Direct Growth
25476,128910,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-DIVIDEND PAYOUT
25477,128911,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-DIRECT PLAN-GROWTH
25478,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH
25479,128914,HDFC FMP 366D March 2014 (2)-Regular Option-Growth Option
25480,128915,HDFC FMP 366D March 2014 (2)-Direct Option-Growth Option
25481,128916,HDFC FMP 366D March 2014 (2)-Direct Option-Dividend Option
25482,128917,HDFC FMP 366D March 2014 (2)-Regular Option-Quarterly Dividend Option
25483,128918,HDFC FMP 366D March 2014 (2)-Regular Option-Flexi Option
25484,128919,HDFC FMP 366D March 2014 (2)-Regular Option-Dividend Option
25485,128920,HDFC FMP 366D March 2014 (2)-Direct Option-Quarterly Dividend Option
25486,128921,HDFC FMP 366D March 2014 (2)-Direct Option-Flexi Option
25487,128922,HDFC FMP 377D March 2014 (1)-Regular Option-Growth Option
25488,128923,HDFC FMP 377D March 2014 (1)-Regular Option-Dividend Option
25489,128924,HDFC FMP 377D March 2014 (1)-Regular Option-Quarterly Dividend Option
25490,128925,HDFC FMP 377D March 2014 (1)-Regular Option-Flexi Option
25491,128926,HDFC FMP 377D March 2014 (1)-Direct Option-Dividend Option
25492,128927,HDFC FMP 377D March 2014 (1)-Direct Option-Quarterly Dividend Option
25493,128928,HDFC FMP 377D March 2014 (1)-Direct Option-Flexi Option
25494,128929,HDFC FMP 377D March 2014 (1)-Direct Option-Growth Option
25495,128931,SBI DEBT FUND SERIES A - 16 DIRECT PLAN - GROWTH
25496,128933,SBI DEBT FUND SERIES A - 16 REGULAR PLAN - GROWTH
25497,128934,IDFC FTP S -90(728 Days)_Direct Plan_Growth
25498,128936,IDFC FTP S -90(728 Days)_Regular Plan_Growth
25499,128937,IDFC FTP S -90(728 Days)_Regular Plan_Quaterly Dividend
25500,128938,IDFC FTP S -90(728 Days)_Direct Plan_Half Yearly Dividend
25501,128940,IDFC FTP S -90(728 Days)_Regular Plan_Half Yearly Dividend
25502,128941,IDFC FTP S -90(728 Days)_Regular Plan_Periodic Dividend
25503,128942,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Quarterly Payout
25504,128943,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Regular Plan - Growth
25505,128944,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017)- Direct Plan - Dividend Payout - Regular Payout
25506,128945,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Direct Plan - Growth
25507,128946,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout
25508,128947,DSP BlackRock FMP - Series 161 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Regular Payout
25509,128950,Axis Short Term Fund - Bonus Option
25510,128950,Axis Short Term Fund - Regular Plan - Bonus Option
25511,128952,Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option
25512,128953,Axis Banking & PSU Debt Fund - Bonus Option
25513,128954,Axis Liquid Fund - Direct plan - Bonus Option
25514,128957,Axis Gilt Fund - Direct Plan - Bonus Option
25515,128958,Axis Strategic Bond Fund - Bonus Option
25516,128961,Axis Treasury Advantage Fund - Direct Plan - Bonus Option
25517,128962,ING Gilt Fund Provident Fund - Dynamic Plan-Cyclical Series Option 2014
25518,128963,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan  - Cyclical Series Option 2014
25519,128964,Reliance Fixed Horizon Fund- XXVI- Series 12- Growth Option
25520,128965,Reliance Fixed Horizon Fund- XXVI- Series 12- Dividend payout Option
25521,128966,Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Growth Option
25522,128967,Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Dividend Payout Option
25523,128968,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Direct Plan-Quarterly Dividend
25524,128969,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Direct Plan-Growth
25525,128970,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Regular Plan-Normal Dividend
25526,128971,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Regular Plan-Quarterly Dividend
25527,128972,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days) - Regular Plan-Growth
25528,128973,Aditya Birla Sun Life Fixed Term Plan - Series KZ (1103 days)  - Direct Plan-Normal Dividend
25529,128974,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Regular Payout
25530,128975,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Direct Plan - Growth
25531,128976,DSP BlackRock FMP - Series 162 - 12M - (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout
25532,128977,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Regular Plan - Dividend Payout - Regular Payout
25533,128978,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Regular Plan - Growth
25534,128979,DSP BlackRock FMP - Series 162 - 12M (Maturity Date 27 April 2017) - Direct Plan - Dividend Payout - Quarterly Payout
25535,128980,Tata FMP Series 47 Scheme J - Direct Plan - Dividend Option ( Payout)
25536,128981,Tata FMP Series 47 Scheme J - Plan A -Growth Option
25537,128982,Tata FMP Series 47 Scheme J - Plan A -Dividend Option ( Payout)
25538,128983,Tata FMP Series 47 Scheme J - Direct Plan -Growth Option
25539,128984,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Growth Option
25540,128985,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Dividend Payout Option
25541,128986,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Growth Option
25542,128987,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Dividend Payout Option
25543,128989,ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Cumulative Option
25544,128991,ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Direct Plan-Cumulative Option
25545,128993,Invesco India Fixed Maturity Plan - Series 23 - Plan H (370 Days) - Direct Plan - Growth Option
25546,128994,Invesco India Fixed Maturity Plan - Series 23 - Plan H (370 Days) - Regular Plan - Growth Option
25547,128995,Invesco India Fixed Maturity Plan - Series 23 - Plan H (370 Days) - Regular Plan - Dividend Payout Option
25548,128996,DSP BlackRock FMP - Series 163 - 12M (Maturity Date 27 April 2017) - Regular Plan - Growth
